system:index,class,.geo
10,3,"{""type"":""Polygon"",""coordinates"":[[[100.86550398712707,4.612322239986757],[100.86335821991517,4.612065581735323],[100.86370154266906,4.6090498403349365],[100.8661048019464,4.609691488513383],[100.86550398712707,4.612322239986757]]]}"
11,3,"{""type"":""Polygon"",""coordinates"":[[[100.8511917198236,4.631763832540738],[100.8500544632013,4.629689232586034],[100.85232897644593,4.629004827142707],[100.8531014526422,4.631528568934241],[100.8511917198236,4.631763832540738]]]}"
12,3,"{""type"":""Polygon"",""coordinates"":[[[100.86782742591619,4.639602359723082],[100.86855698676825,4.637485007930277],[100.87020922752143,4.637656107300819],[100.86937237830878,4.639409873458819],[100.86782742591619,4.639602359723082]]]}"
13,3,"{""type"":""Polygon"",""coordinates"":[[[100.88203629271655,4.654789961172058],[100.88081320540574,4.652522946232257],[100.8827658535686,4.651410823026671],[100.88388165251878,4.6540628062320595],[100.88203629271655,4.654789961172058]]]}"
14,3,"{""type"":""Polygon"",""coordinates"":[[[100.85681080482085,4.676584303096257],[100.85693955085358,4.673911018616967],[100.8590853180655,4.67363299644562],[100.85934281013093,4.676734006725462],[100.85681080482085,4.676584303096257]]]}"
15,3,"{""type"":""Polygon"",""coordinates"":[[[100.8591956380928,5.018479516279666],[100.85756485501176,5.0066801806453745],[100.87224190274124,5.006851187031091],[100.87249939480668,5.019933042874151],[100.8591956380928,5.018479516279666]]]}"
16,3,"{""type"":""Polygon"",""coordinates"":[[[100.90916491443983,5.091430673536961],[100.90847826893201,5.081855494871022],[100.91826296741834,5.079803652348049],[100.91997958118787,5.091174197394064],[100.90916491443983,5.091430673536961]]]}"
17,3,"{""type"":""Polygon"",""coordinates"":[[[100.86477093314424,5.166984494438119],[100.86545757865204,5.156470132095415],[100.87644390677706,5.157324964809573],[100.87524227713838,5.167411903853491],[100.86477093314424,5.166984494438119]]]}"
18,3,"{""type"":""Polygon"",""coordinates"":[[[100.8286688821674,5.223558740178537],[100.82901220492131,5.21278889374603],[100.83956937960393,5.213643650215295],[100.83982687166937,5.223473265934929],[100.8286688821674,5.223558740178537]]]}"
19,3,"{""type"":""Polygon"",""coordinates"":[[[101.08071151314009,5.0768089242933385],[101.08071151314009,5.061419825979431],[101.09521689949263,5.060051888395842],[101.09581771431198,5.076039478089429],[101.08071151314009,5.0768089242933385]]]}"
20,3,"{""type"":""Polygon"",""coordinates"":[[[101.16988517871808,5.060989538285111],[101.16859771839093,5.0490199784846],[101.17752410999249,5.048677987812961],[101.17786743274641,5.061246026430618],[101.16988517871808,5.060989538285111]]]}"
21,3,"{""type"":""Polygon"",""coordinates"":[[[101.19406034035572,5.032191072067341],[101.19285871071703,5.024410538279594],[101.20144177956469,5.021931007986813],[101.20367337746508,5.030737572817689],[101.19406034035572,5.032191072067341]]]}"
22,3,"{""type"":""Polygon"",""coordinates"":[[[101.27485467232482,5.005145891699402],[101.27502633370179,4.996595495396967],[101.28206445015687,4.996937513392295],[101.28146363533752,5.004718374536749],[101.27485467232482,5.005145891699402]]]}"
23,3,"{""type"":""Polygon"",""coordinates"":[[[101.26809279759249,4.921773537623089],[101.26809279759249,4.912708969604112],[101.27504508335909,4.912880000331021],[101.2757317288669,4.9216025091801505],[101.26809279759249,4.921773537623089]]]}"
24,3,"{""type"":""Polygon"",""coordinates"":[[[101.29367034275852,4.863055971901913],[101.29409949620089,4.852622242244761],[101.30311171849092,4.852878811303403],[101.30294005711397,4.8642532748082585],[101.29367034275852,4.863055971901913]]]}"
25,3,"{""type"":""Polygon"",""coordinates"":[[[101.2517489747894,4.7799601065638635],[101.25123399065853,4.766274822031998],[101.26385110186459,4.767044626528587],[101.26307862566831,4.778848187387056],[101.2517489747894,4.7799601065638635]]]}"
26,3,"{""type"":""Polygon"",""coordinates"":[[[101.24534306661681,4.7105550685742275],[101.24611554281309,4.698835883583598],[101.25469861166074,4.699862389419077],[101.25512776510314,4.7096141194013175],[101.24534306661681,4.7105550685742275]]]}"
27,3,"{""type"":""Polygon"",""coordinates"":[[[101.34723058297044,4.7386218795399335],[101.34645810677414,4.728271787238078],[101.35658612801437,4.72895609563931],[101.35564199044113,4.738279730203461],[101.34723058297044,4.7386218795399335]]]}"
28,3,"{""type"":""Polygon"",""coordinates"":[[[101.34500516390074,4.815875119068879],[101.34414685701596,4.803045846928467],[101.35238660310972,4.8048419595738565],[101.35298741792906,4.815875119068879],[101.34500516390074,4.815875119068879]]]}"
29,3,"{""type"":""Polygon"",""coordinates"":[[[101.35614983098964,4.89315670521201],[101.35494820135096,4.883407596186973],[101.36095634954431,4.88374967258876],[101.36404625432947,4.892044971877709],[101.35614983098964,4.89315670521201]]]}"
