system:index,class,.geo
10,4,"{""type"":""Polygon"",""coordinates"":[[[100.71342561095535,4.4505656195263015],[100.71316811888993,4.441794449659389],[100.71630093901932,4.441623303843373],[100.71587178557695,4.443677051014304],[100.71771714537918,4.443334760216365],[100.71788880675614,4.445003426355253],[100.71960542052568,4.445131785132556],[100.71977708190263,4.450779549193901],[100.71342561095535,4.4505656195263015]]]}"
11,4,"{""type"":""Polygon"",""coordinates"":[[[100.8738722738165,4.0936747660349395],[100.87224149073546,4.080319228608234],[100.89309834803525,4.078350124159443],[100.89490079249326,4.091534470522975],[100.8738722738165,4.0936747660349395]]]}"
12,4,"{""type"":""Polygon"",""coordinates"":[[[100.8479839592703,4.081721508355688],[100.84549486930449,4.061002899736143],[100.86686671073514,4.058434440067505],[100.869184139324,4.079153114774243],[100.8479839592703,4.081721508355688]]]}"
13,4,"{""type"":""Polygon"",""coordinates"":[[[100.95011196023977,4.117912165122833],[100.9352632511333,4.096167155535938],[100.94238719827688,4.092143407767376],[100.95826587564503,4.112433163458339],[100.95011196023977,4.117912165122833]]]}"
14,4,"{""type"":""Polygon"",""coordinates"":[[[101.04240547134641,4.0781602229838185],[101.04978691055541,4.059667524329307],[101.08497749283079,4.071996037286921],[101.07999931289915,4.084409974098372],[101.04240547134641,4.0781602229838185]]]}"
15,4,"{""type"":""Polygon"",""coordinates"":[[[101.09493385269407,4.071054282535156],[101.07339034988647,4.066431106869995],[101.08188758804565,4.050249783389646],[101.09373222305541,4.057270291594585],[101.09493385269407,4.071054282535156]]]}"
16,4,"{""type"":""Polygon"",""coordinates"":[[[101.08145843460325,4.0469963564877585],[101.06635223343137,4.043314831335893],[101.06866966202026,4.033297573645389],[101.08231674148803,4.038605879445985],[101.08145843460325,4.0469963564877585]]]}"
17,4,"{""type"":""Polygon"",""coordinates"":[[[101.17181046858413,4.038597778128073],[101.16357072249038,4.0231008526343945],[101.17532952681167,4.019076740848665],[101.18082269087417,4.035173068645836],[101.17181046858413,4.038597778128073]]]}"
18,4,"{""type"":""Polygon"",""coordinates"":[[[101.14597543135268,4.03012159580444],[101.13996728315934,4.023357710158801],[101.14975198164565,4.01779244567211],[101.15421517744643,4.028066750414083],[101.14597543135268,4.03012159580444]]]}"
19,4,"{""type"":""Polygon"",""coordinates"":[[[101.1590641673565,4.047749826968193],[101.15202605090144,4.035763415763692],[101.16159634387155,4.031996221391906],[101.16623120104929,4.041927877941944],[101.1590641673565,4.047749826968193]]]}"
20,4,"{""type"":""Polygon"",""coordinates"":[[[100.44821840683804,5.062912571834562],[100.44521433274137,5.058466774371614],[100.45800310532437,5.053336970126277],[100.46074968735562,5.05752631330216],[100.44821840683804,5.062912571834562]]]}"
21,4,"{""type"":""Polygon"",""coordinates"":[[[100.45186621109829,5.053123227401071],[100.44718843857633,5.042692496795326],[100.45143705765591,5.04064053005626],[100.45864683548794,5.049104851048023],[100.45186621109829,5.053123227401071]]]}"
22,4,"{""type"":""Polygon"",""coordinates"":[[[100.96996427714906,4.11537688061797],[100.96335531413636,4.1074151685876865],[100.97648740947328,4.099881432432604],[100.98489881694398,4.108271270470294],[100.96996427714906,4.11537688061797]]]}"
23,4,"{""type"":""Polygon"",""coordinates"":[[[100.958156566225,4.096068865773725],[100.94727142673115,4.084425623941592],[100.95920189242938,4.077148511967624],[100.9676132999001,4.090161653930173],[100.958156566225,4.096068865773725]]]}"
24,4,"{""type"":""Polygon"",""coordinates"":[[[100.95276459079363,4.053690079594779],[100.96478088718035,4.046498306887698],[100.97164734225849,4.055059933813037],[100.9584294162331,4.061737939863642],[100.95276459079363,4.053690079594779]]]}"
25,4,"{""type"":""Polygon"",""coordinates"":[[[100.98924263339617,4.084596849311422],[100.98083122592548,4.076206763247998],[100.99439247470477,4.069956948351249],[101.00048645358662,4.082285303736282],[100.98924263339617,4.084596849311422]]]}"
26,4,"{""type"":""Polygon"",""coordinates"":[[[101.14629016350662,4.0458841682604],[101.1416553063289,4.036680311408674],[101.1487363381282,4.034967954429195],[101.1513112587825,4.044000596756552],[101.14629016350662,4.0458841682604]]]}"
27,4,"{""type"":""Polygon"",""coordinates"":[[[101.25569473294549,3.9384334681816275],[101.25552307156853,3.935115376827316],[101.25932107953362,3.9348370846934144],[101.26073728589348,3.9369777910220947],[101.26024375943474,3.9381979911666662],[101.25569473294549,3.9384334681816275]]]}"
28,4,"{""type"":""Polygon"",""coordinates"":[[[101.24580274609858,3.9370420121269256],[101.2457169154101,3.934002207733891],[101.25144611386591,3.9341948717218758],[101.25146757153802,3.9356077396056683],[101.2482060053759,3.9356933678852335],[101.24799142865473,3.937127640258988],[101.24580274609858,3.9370420121269256]]]}"
29,4,"{""type"":""Polygon"",""coordinates"":[[[100.45235672759355,5.067893594538764],[100.4500392990047,5.063789814190967],[100.45793572234453,5.060369977337635],[100.45999565886797,5.064302788159226],[100.45235672759355,5.067893594538764]]]}"
