system:index,class,.geo
17,0,"{""type"":""Polygon"",""coordinates"":[[[100.72926920480673,4.830294466558413],[100.72607201166097,4.828669473295056],[100.72708052225057,4.827065857705223],[100.73008459634724,4.8285839472259635],[100.72926920480673,4.830294466558413]]]}"
18,0,"{""type"":""Polygon"",""coordinates"":[[[100.73816493287701,4.852958028332059],[100.74031070008893,4.850093001977455],[100.74277833238261,4.851931751632683],[100.7410617186131,4.854305014131398],[100.73816493287701,4.852958028332059]]]}"
19,0,"{""type"":""Polygon"",""coordinates"":[[[100.74282254436972,4.893817025331965],[100.74286545971395,4.8916576975655],[100.74593390682699,4.891700456598769],[100.74599827984335,4.893923922565155],[100.74282254436972,4.893817025331965]]]}"
20,0,"{""type"":""Polygon"",""coordinates"":[[[100.70258951844471,4.191593597783491],[100.70482111634509,4.185002284574903],[100.70803976716296,4.186414713507725],[100.706065661328,4.192278406360166],[100.70258951844471,4.191593597783491]]]}"
21,0,"{""type"":""Polygon"",""coordinates"":[[[100.67608899262454,4.202851631922929],[100.66776341584233,4.193949194110319],[100.67012375977542,4.1915951671464216],[100.67883557465579,4.2004976318009275],[100.67608899262454,4.202851631922929]]]}"
22,0,"{""type"":""Polygon"",""coordinates"":[[[100.68862307559075,4.224236266952973],[100.6881080914599,4.220555564798051],[100.68939555178704,4.216917644359339],[100.69287169467036,4.217816426287652],[100.69171298037593,4.222481515777429],[100.6901251126391,4.22273830888026],[100.69029677401606,4.224236266952974],[100.68862307559075,4.224236266952973]]]}"
23,0,"{""type"":""Polygon"",""coordinates"":[[[100.66336812270588,4.194217220088687],[100.65534295333332,4.185913896240861],[100.65688790572588,4.184201859748117],[100.6654280592293,4.192719204263944],[100.66336812270588,4.194217220088687]]]}"
24,0,"{""type"":""Polygon"",""coordinates"":[[[100.66798461216449,4.176540450617313],[100.6673194243288,4.175384812575908],[100.66800606983661,4.175128003891159],[100.66753400105,4.174229172832868],[100.66274894016742,4.175427614015195],[100.66246999042987,4.1743147758351515],[100.6681133581972,4.173201936077578],[100.66929353016377,4.17585562827969],[100.66798461216449,4.176540450617313]]]}"
25,0,"{""type"":""Polygon"",""coordinates"":[[[100.48030836927143,5.123894295977142],[100.48339827405658,5.115772912793762],[100.48747523175922,5.123466857328924],[100.48657400953022,5.126971845802101],[100.48030836927143,5.123894295977142]]]}"
26,0,"{""type"":""Polygon"",""coordinates"":[[[100.48901586316008,5.137216661880841],[100.48558263562101,5.134865794845741],[100.48584012768646,5.133070581454682],[100.49056081555267,5.131702796431896],[100.49068956158537,5.135378712029165],[100.48901586316008,5.137216661880841]]]}"
27,0,"{""type"":""Polygon"",""coordinates"":[[[100.48203730974677,5.08877146419337],[100.48062110338692,5.0868906289963345],[100.48414016161445,5.085095281181207],[100.48525596056464,5.0872325994410215],[100.48203730974677,5.08877146419337]]]}"
28,0,"{""type"":""Polygon"",""coordinates"":[[[100.42385569305902,5.00619305368858],[100.42823305817134,5.009442169790172],[100.43119421692379,5.015256337235448],[100.42964926453121,5.015641096490482],[100.42746058197504,5.010681959835592],[100.42325487823969,5.007390098341177],[100.42385569305902,5.00619305368858]]]}"
29,0,"{""type"":""Polygon"",""coordinates"":[[[100.38848352318792,5.078655375865028],[100.38747501259832,5.075876823756136],[100.39028596764594,5.074936388023337],[100.39084386712103,5.076753137636737],[100.38848352318792,5.078655375865028]]]}"
