system:index,class,.geo
10,0,"{""type"":""Polygon"",""coordinates"":[[[101.1264550522838,4.63752692133824],[101.12578986444811,4.633997987789671],[101.13042472162586,4.6333991367113425],[101.1310469941173,4.636714198810443],[101.1264550522838,4.63752692133824]]]}"
11,0,"{""type"":""Polygon"",""coordinates"":[[[101.11702835629356,4.672321929124784],[101.11895954678428,4.672364701853714],[101.1198822266854,4.674289471954153],[101.12005388806236,4.681346917074578],[101.1169639832772,4.6813255309847355],[101.11702835629356,4.672321929124784]]]}"
12,0,"{""type"":""Polygon"",""coordinates"":[[[100.70916313861878,4.855791727909545],[100.70778984760317,4.853589516488388],[100.71118015979798,4.851964579180811],[100.71497816776306,4.852157006171467],[100.71474213336975,4.854273699447259],[100.7110943291095,4.854359222268344],[100.70916313861878,4.855791727909545]]]}"
13,0,"{""type"":""Polygon"",""coordinates"":[[[100.73541748914504,4.833325331094073],[100.73361504468704,4.8307595619477075],[100.73668349180008,4.828920754752596],[100.73846447858595,4.832085210552763],[100.73541748914504,4.833325331094073]]]}"
14,0,"{""type"":""Polygon"",""coordinates"":[[[100.74216198457083,4.85501041839299],[100.7376344157537,4.852401969991058],[100.73975872529348,4.8492803709477945],[100.74302029145561,4.851375692446163],[100.74216198457083,4.85501041839299]]]}"
15,0,"{""type"":""Polygon"",""coordinates"":[[[100.73053288644776,4.826487552694192],[100.72969603723513,4.824456299108552],[100.73167014307009,4.822938200354635],[100.73319363779055,4.824990840115216],[100.73053288644776,4.826487552694192]]]}"
16,0,"{""type"":""Polygon"",""coordinates"":[[[100.72067828006816,4.887817769884552],[100.72089285678935,4.88529496762751],[100.72514147586894,4.886898444738169],[100.72449774570538,4.889250204226468],[100.72067828006816,4.887817769884552]]]}"
17,0,"{""type"":""Polygon"",""coordinates"":[[[100.73057859180358,4.819387961863245],[100.7295915388861,4.817292541425592],[100.73130815265563,4.815624753195963],[100.73293893573668,4.816095155418476],[100.73278873203185,4.817720178774218],[100.73313205478577,4.818938943741873],[100.7323810362616,4.8197300707089665],[100.73057859180358,4.819387961863245]]]}"
18,0,"{""type"":""Polygon"",""coordinates"":[[[100.71011489433498,4.821365615152719],[100.7083339075491,4.82080968952919],[100.711016116564,4.816084303367086],[100.71264689964504,4.817046488733145],[100.71011489433498,4.821365615152719]]]}"
19,0,"{""type"":""Polygon"",""coordinates"":[[[100.7033986429617,4.825513661208297],[100.69844192070217,4.824081091466249],[100.69987958473415,4.822007067229906],[100.70404237312526,4.823653458121522],[100.7033986429617,4.825513661208297]]]}"
20,0,"{""type"":""Polygon"",""coordinates"":[[[100.5292978084164,5.014035449581435],[100.5289544856625,5.010658102301651],[100.53245208621793,5.011342123413849],[100.53245208621793,5.01365068938029],[100.5292978084164,5.014035449581435]]]}"
21,0,"{""type"":""Polygon"",""coordinates"":[[[100.48461945539647,5.123644672963533],[100.48328907972508,5.120695339320198],[100.48399718290501,5.1204175028409065],[100.48335345274145,5.119113806979765],[100.48255951887303,5.119391644025463],[100.48202307707007,5.118387155674217],[100.4826238918894,5.117168944280704],[100.48191578870946,5.115587403221897],[100.48337491041357,5.114796631226873],[100.48680813795264,5.122127263875674],[100.48461945539647,5.123644672963533]]]}"
22,0,"{""type"":""Polygon"",""coordinates"":[[[100.48701948504507,5.113962869587458],[100.483586257506,5.112124852837179],[100.484487479735,5.110650161165462],[100.48779196124134,5.112274459048971],[100.48701948504507,5.113962869587458]]]}"
23,0,"{""type"":""Polygon"",""coordinates"":[[[100.38598062214649,5.079727944978524],[100.3847360771636,5.07754785488503],[100.3897464436034,5.076201324968549],[100.38883449253834,5.078798201575548],[100.38598062214649,5.079727944978524]]]}"
24,0,"{""type"":""Polygon"",""coordinates"":[[[100.7037845858187,4.1873664462890705],[100.70678865991536,4.188265262280884],[100.7055870302767,4.192630925264053],[100.70215380273763,4.191646513190386],[100.7037845858187,4.1873664462890705]]]}"
25,0,"{""type"":""Polygon"",""coordinates"":[[[100.65658549275408,4.1828178204935185],[100.65381745305069,4.180313955961292],[100.65542677845963,4.178837314154493],[100.65755108799944,4.178922916654008],[100.65830210652359,4.179479332673063],[100.65710047688492,4.18106297610439],[100.65748671498308,4.181961799331227],[100.65658549275408,4.1828178204935185]]]}"
26,0,"{""type"":""Polygon"",""coordinates"":[[[100.66251143973363,4.195419701622751],[100.66006526511204,4.192937277655596],[100.66289767783177,4.1903478442532975],[100.66521510642063,4.1927018749734675],[100.66251143973363,4.195419701622751]]]}"
27,0,"{""type"":""Polygon"",""coordinates"":[[[100.69350609575537,4.221680863228474],[100.69020161424903,4.2211244773069065],[100.69051275049475,4.2197549102627265],[100.69370994364051,4.220578790727265],[100.69350609575537,4.221680863228474]]]}"
28,0,"{""type"":""Polygon"",""coordinates"":[[[101.02422792688178,4.009710696047793],[101.02274734750556,4.00684240114205],[101.02637369409369,4.005087170940063],[101.0274036623554,4.007912661611943],[101.02422792688178,4.009710696047793]]]}"
29,0,"{""type"":""Polygon"",""coordinates"":[[[101.0368269349765,4.0142792587999185],[101.03588279740326,4.012117348048702],[101.03704151169768,4.0113895748252615],[101.03747066514008,4.008328639172243],[101.0406464006137,4.012609664861602],[101.0368269349765,4.0142792587999185]]]}"
