system:index,class,.geo
10,4,"{""type"":""Polygon"",""coordinates"":[[[100.95475605304479,4.093928003659545],[100.94462803180456,4.080615277002142],[100.95385483081579,4.0777900397201945],[100.9614937620902,4.0891765413806205],[100.95475605304479,4.093928003659545]]]}"
11,4,"{""type"":""Polygon"",""coordinates"":[[[100.91333077180745,4.102223959079545],[100.91272995698812,4.096359598392285],[100.92620537507895,4.094947008734383],[100.92637703645589,4.100939796184766],[100.91333077180745,4.102223959079545]]]}"
12,4,"{""type"":""Polygon"",""coordinates"":[[[100.83272804597088,4.061639472043442],[100.83281387665937,4.050851895061046],[100.84221233704756,4.049824499269181],[100.84354271271893,4.059841552551401],[100.83272804597088,4.061639472043442]]]}"
13,4,"{""type"":""Polygon"",""coordinates"":[[[100.87098148612418,4.0868707289708075],[100.87020900992789,4.0804069642362215],[100.89308288840688,4.078181019964034],[100.89364078788198,4.084559189946695],[100.87098148612418,4.0868707289708075]]]}"
14,4,"{""type"":""Polygon"",""coordinates"":[[[100.88094981156019,4.056537551944769],[100.88069231949474,4.050330392795969],[100.89013369522718,4.049645461971571],[100.89090617142345,4.055210508132215],[100.88094981156019,4.056537551944769]]]}"
15,4,"{""type"":""Polygon"",""coordinates"":[[[100.71621473031267,4.266271931199965],[100.71473415093645,4.263682742819722],[100.71778114037738,4.261756894565442],[100.71958358483539,4.264196301539232],[100.71621473031267,4.266271931199965]]]}"
16,4,"{""type"":""Polygon"",""coordinates"":[[[100.7086187143825,4.260451594672448],[100.70746000008808,4.258718324177688],[100.71115071969255,4.256193305852863],[100.71205194192157,4.257947980482163],[100.7086187143825,4.260451594672448]]]}"
17,4,"{""type"":""Polygon"",""coordinates"":[[[100.61362640954354,4.950472004794285],[100.60710327721934,4.950151340299144],[100.6071891079078,4.948184594662424],[100.61334745980601,4.948259416614251],[100.61362640954354,4.950472004794285]]]}"
18,4,"{""type"":""Polygon"",""coordinates"":[[[100.41200221356263,5.107831710629462],[100.41159451779238,5.10667759666042],[100.41614354428164,5.105309755192075],[100.4162293749701,5.106634851658691],[100.41200221356263,5.107831710629462]]]}"
19,4,"{""type"":""Polygon"",""coordinates"":[[[100.40598452338773,5.110773716735049],[100.40489018210965,5.109192159880504],[100.40722906837064,5.108315890213024],[100.40845215568142,5.110218035041821],[100.40598452338773,5.110773716735049]]]}"
20,4,"{""type"":""Polygon"",""coordinates"":[[[100.40270034550458,5.1027792867033765],[100.401691834915,5.101411436922498],[100.40433112858565,5.099316911296121],[100.40512506245405,5.101903008273114],[100.40270034550458,5.1027792867033765]]]}"
21,4,"{""type"":""Polygon"",""coordinates"":[[[100.40574359264978,5.093855361233728],[100.40516423550257,5.093064562446789],[100.40733146038662,5.090350191644029],[100.40827559795984,5.092166897780097],[100.40574359264978,5.093855361233728]]]}"
22,4,"{""type"":""Polygon"",""coordinates"":[[[100.39874729912489,5.106631072838047],[100.39728817742078,5.104835780182274],[100.40007767479628,5.1028695015076835],[100.40147242348401,5.104964015538662],[100.39874729912489,5.106631072838047]]]}"
23,4,"{""type"":""Polygon"",""coordinates"":[[[100.38154136209518,5.078575401555248],[100.3844810631755,5.0784471609363155],[100.3855968621257,5.082892820836088],[100.38297902612717,5.083961484508083],[100.38154136209518,5.078575401555248]]]}"
24,4,"{""type"":""Polygon"",""coordinates"":[[[100.39474739762049,5.052305766457774],[100.39281620712977,5.051130178726176],[100.3955413314889,5.046812547312528],[100.3970905570533,5.0490996130775665],[100.39474739762049,5.052305766457774]]]}"
25,4,"{""type"":""Polygon"",""coordinates"":[[[100.41421002841281,5.0339807405061725],[100.41180676913547,5.032569995161133],[100.41384524798679,5.030218746122292],[100.41530436969089,5.030859996702601],[100.41421002841281,5.0339807405061725]]]}"
26,4,"{""type"":""Polygon"",""coordinates"":[[[100.45860255155581,5.0659813937044404],[100.45718634519595,5.06420736160689],[100.4630657473566,5.061984471144076],[100.46437466535586,5.0636088918493325],[100.45860255155581,5.0659813937044404]]]}"
27,4,"{""type"":""Polygon"",""coordinates"":[[[100.47295548421562,5.112274474793988],[100.47100283605276,5.110906645271195],[100.47246195775688,5.1083419570446855],[100.47460772496879,5.109709792042955],[100.47295548421562,5.112274474793988]]]}"
28,4,"{""type"":""Polygon"",""coordinates"":[[[100.46247877580343,5.108555681455608],[100.46170629960716,5.104836866539173],[100.46387352449118,5.104794121414762],[100.46483911973655,5.108299212153955],[100.46247877580343,5.108555681455608]]]}"
29,4,"{""type"":""Polygon"",""coordinates"":[[[100.46853309406038,5.129305605576415],[100.46645169986482,5.128365248140106],[100.46585088504547,5.126206695150144],[100.46868329776521,5.128279761031764],[100.46853309406038,5.129305605576415]]]}"
