flooded,x,y,z
0.0,8150,50,4987.207799999476
0.0,8250,50,5068.890699999424
0.0015999999999999348,8350,50,5213.212999999427
0.0013000000000000706,8450,50,5224.176599999449
0.0004999999999998184,8550,50,5323.072599999454
0.0005999999999998689,8650,50,5230.614699999484
0.0,8750,50,5171.434899999485
0.0,8850,50,5154.541399999506
0.0,8950,50,4966.339899999512
0.0,9050,50,4879.549699999457
0.0,9150,50,4858.559699999505
0.0,9250,50,4864.440599999501
0.0,9350,50,4936.314499999469
0.0,9450,50,4934.882099999512
0.0,9550,50,4840.875699999527
0.0,9650,50,4623.953099999527
0.0,9750,50,4594.805399999516
0.0,9850,50,4703.231199999564
0.0,9950,50,4432.339499999543
0.0,10050,50,4565.616299999543
0.0,10150,50,4293.7359999995715
0.0,10250,50,4359.915799999552
0.0,10350,50,4383.774499999538
0.0,10450,50,4776.631699999556
0.0,10550,50,4747.517999999544
0.0,10650,50,4564.86859999958
0.0,10750,50,4391.518599999559
0.0,10850,50,4676.849399999508
0.0,10950,50,4739.83029999952
0.0,11050,50,4606.368899999559
0.0,11150,50,4246.736399999572
0.0,11250,50,4411.305699999541
0.0,11350,50,4357.104999999568
0.0,11450,50,4270.479899999551
0.0,11550,50,4447.093499999515
0.0,11650,50,4365.0917999995445
0.0,11750,50,4300.9408999995585
0.0,11850,50,4391.627999999556
0.0,11950,50,4460.261071428473
0.0,50,150,211.9866000000224
0.0,150,150,213.27040000001125
0.0,250,150,220.1713000000248
0.0,350,150,227.84010000001513
0.0,450,150,236.7176000000203
0.0,550,150,250.50880000002147
0.0,650,150,272.3623000000216
0.0,750,150,311.6557000000238
0.0,850,150,378.12770000002536
0.0,950,150,517.5453000000359
0.0,1050,150,572.8750000000434
0.0,1150,150,1239.376600000081
0.0,1250,150,2196.778800000184
0.0,1350,150,2467.755600000181
0.0,1450,150,3591.6521000002826
0.0,1550,150,4144.42020000041
0.0,1650,150,3958.459400000315
0.0,1750,150,4598.1924000003355
0.0,1850,150,4962.192500000389
0.0,1950,150,5022.803700000409
0.0,2050,150,5019.769900000376
0.0,2150,150,5415.696800000436
0.0,2250,150,5353.180800000488
0.0,2350,150,4796.604600000365
0.0,2450,150,5347.891000000462
0.0,2550,150,5394.55220000041
0.0,2650,150,5271.1591000004155
0.0,2750,150,5227.183000000436
0.0,2850,150,4486.032500000373
0.0,2950,150,4439.358700000346
0.0,3050,150,4641.609900000372
0.0,3150,150,4779.152500000382
0.0,3250,150,4887.895499999444
0.0,3350,150,4815.943199999461
0.0,3450,150,4943.412699999437
0.0,3550,150,4966.973699999412
0.0,3650,150,5047.344599999428
0.0,3750,150,4839.962599999461
0.0,3850,150,4700.398799999464
0.0,3950,150,4937.579799999467
0.0,4050,150,4744.919499999486
0.0,4150,150,4648.600099999488
0.0,4250,150,4567.468299999466
0.0,4350,150,4692.051099999482
0.0,4450,150,4749.191099999494
0.0,4550,150,4681.043899999457
0.0,4650,150,4656.247299999435
0.0,4750,150,4688.39839999945
0.0,4850,150,4681.0910999994885
0.0,4950,150,5005.503599999421
0.0,5050,150,5071.054799999425
0.0,5150,150,5092.044399999454
0.0,5250,150,5161.615899999413
0.0,5350,150,5038.878499999425
0.0,5450,150,5039.372099999448
0.0,5550,150,4998.668099999433
0.0,5650,150,4942.430599999466
0.0,5750,150,4884.072499999447
0.0,5850,150,4906.785599999496
0.0,5950,150,4864.515599999455
0.0,6050,150,5126.978999999393
0.0,6150,150,5235.39359999944
0.0,6250,150,5235.571899999373
0.0,6350,150,5311.834599999437
0.0,6450,150,5318.203699999465
0.0,6550,150,4947.129499999524
0.0,6650,150,5234.133899999447
0.0,6750,150,4901.533599999523
0.0,6850,150,4773.8672999995515
0.0,6950,150,4945.553199999513
0.0,7050,150,4768.890599999535
0.0,7150,150,4842.734499999503
0.0,7250,150,4803.609099999524
0.0,7350,150,4775.375099999572
0.0,7450,150,4744.421399999585
0.0,7550,150,4903.790899999531
0.0,7650,150,4872.36769999951
0.0,7750,150,4812.154799999511
0.0,7850,150,4790.522199999536
0.0,7950,150,4961.489599999544
0.0,8050,150,4981.623699999515
0.0003999999999999127,8150,150,4941.869699999498
0.0017999999999994607,8250,150,4942.960199999532
0.0012999999999999293,8350,150,4983.056899999517
0.000999999999999493,8450,150,4999.757199999525
0.0007000000000000603,8550,150,5033.044099999508
0.0,8650,150,5040.525599999513
9.999999999990712e-05,8750,150,5006.219699999503
0.0,8850,150,4905.500099999503
0.00010000000000004923,8950,150,5040.351299999518
9.999999999990712e-05,9050,150,4944.68519999952
0.0,9150,150,4944.490199999527
9.999999999990712e-05,9250,150,5110.338499999478
0.0,9350,150,5012.737899999488
0.0,9450,150,4878.184999999531
0.0,9550,150,4880.857199999498
0.0,9650,150,4952.594099999543
0.0,9750,150,4559.690999999548
0.0,9850,150,4476.8268999995435
0.0,9950,150,4426.874599999575
0.0,10050,150,4372.445699999553
0.0,10150,150,4234.542299999566
0.0,10250,150,4213.640999999559
0.0,10350,150,4310.822899999584
0.0,10450,150,4338.091999999575
0.0,10550,150,4543.8472999995165
0.0,10650,150,4642.266399999536
0.0,10750,150,4620.654799999563
0.0,10850,150,4198.765099999609
0.0,10950,150,4092.211399999575
0.0,11050,150,4398.275599999527
0.0,11150,150,4437.856999999542
0.0,11250,150,4499.362799999552
0.0,11350,150,4339.349099999584
0.0,11450,150,4182.898899999561
0.0,11550,150,4346.566599999553
0.0,11650,150,4379.022799999545
0.0,11750,150,4434.827399999559
0.0,11850,150,4265.6434999995545
0.0,11950,150,4380.846428571346
0.0,50,250,202.2363000000255
0.0,150,250,209.03660000001582
0.0,250,250,217.25200000002835
0.0,350,250,225.03800000001567
0.0,450,250,229.37420000001978
0.0,550,250,235.1987000000169
0.0,650,250,248.46220000002194
0.0,750,250,256.7906000000233
0.0,850,250,262.07840000002636
0.0,950,250,282.9050000000197
0.0,1050,250,409.258300000024
0.0,1150,250,606.0543000000345
0.0,1250,250,1145.8621000000371
0.0,1350,250,2426.1887000001575
0.0,1450,250,2814.757500000205
0.0,1550,250,3798.5912000003113
0.0,1650,250,3464.690900000206
0.0,1750,250,3973.7724000001103
0.0,1850,250,4774.164500000149
0.0,1950,250,5350.20420000022
0.0,2050,250,4599.818100000196
0.0,2150,250,4763.995500000181
0.0,2250,250,5199.939900000206
0.0,2350,250,4586.566200000216
0.0,2450,250,5099.072400000154
0.0,2550,250,4913.81790000023
0.0,2650,250,4722.825700000177
0.0,2750,250,4939.215200000133
0.0,2850,250,5299.032200000227
0.0,2950,250,4532.619100000146
0.0,3050,250,5354.62240000024
0.0,3150,250,4974.517700000185
0.0,3250,250,4929.679899999458
0.0,3350,250,4711.364699999473
0.0,3450,250,4851.671899999475
0.0,3550,250,5009.552799999413
0.0,3650,250,5079.334499999385
0.0,3750,250,4837.304899999453
0.0,3850,250,4725.869099999446
0.0,3950,250,4706.101699999461
0.0,4050,250,4832.194099999397
0.0,4150,250,4969.8278999994245
0.0,4250,250,4958.907699999399
0.0,4350,250,5312.438899999417
0.0,4450,250,4891.504899999458
0.0,4550,250,4793.597299999529
0.0,4650,250,4683.421099999482
0.0,4750,250,4623.3447999994805
0.0,4850,250,4672.804699999469
0.0,4950,250,4563.911199999465
0.0,5050,250,4583.574399999311
0.0,5150,250,4675.039099999435
0.0,5250,250,4580.1574999995555
0.0,5350,250,4926.619999999432
0.0,5450,250,4842.681899999466
0.0,5550,250,4785.0705999994425
0.0,5650,250,4709.917599999486
0.0,5750,250,4784.66089999945
0.0,5850,250,4584.490199999459
0.0,5950,250,4666.627399999474
0.0,6050,250,5045.810099999397
0.0,6150,250,5025.979899999456
0.0,6250,250,5240.005599999372
0.0,6350,250,5056.398199999392
0.0,6450,250,4958.045499999548
0.0,6550,250,5026.964799999518
0.0,6650,250,4984.805299999496
0.0,6750,250,4879.8806999994795
0.0,6850,250,4771.935499999501
0.0,6950,250,4744.952299999528
0.0,7050,250,4713.591199999528
0.0,7150,250,4647.868599999497
0.0,7250,250,4688.979999999523
0.0,7350,250,4677.07539999954
0.0,7450,250,4689.614699999549
0.0,7550,250,4733.099799999572
0.0,7650,250,4694.100099999559
0.0,7750,250,4693.891799999516
0.0,7850,250,4695.201199999501
0.00010000000000004665,7950,250,4798.967399999508
0.011700000000000151,8050,250,4815.072399999491
0.001799999999999894,8150,250,4789.875799999531
0.0011000000000001044,8250,250,4791.517299999519
0.0013999999999999694,8350,250,4761.871499999533
0.0019000000000000783,8450,250,4739.673799999519
0.00019999999999995564,8550,250,4792.652399999534
0.0,8650,250,4763.884499999508
0.00019999999999995564,8750,250,4882.0034999995
0.0,8850,250,4844.178399999526
0.0007999999999998227,8950,250,4625.853299999496
9.999999999990899e-05,9050,250,4735.4950999995
9.999999999990454e-05,9150,250,4899.966099999496
0.00010000000000004665,9250,250,4989.761599999458
0.00040000000000005336,9350,250,4960.206499999447
0.0,9450,250,5004.828799999469
0.0,9550,250,4999.740899999446
0.0,9650,250,4920.600299999497
0.0,9750,250,4752.549199999525
0.0,9850,250,4657.777899999536
0.0,9950,250,4469.858199999506
0.0,10050,250,4578.281999999514
0.0,10150,250,4526.724099999529
0.0,10250,250,4164.769399999589
0.0,10350,250,4329.763399999568
0.0,10450,250,4129.90549999957
0.0,10550,250,4380.913299999524
0.0,10650,250,4384.89169999953
0.0,10750,250,4498.668799999516
0.0,10850,250,4660.530399999512
0.0,10950,250,4714.8153999995375
0.0,11050,250,4159.674599999571
0.0,11150,250,4270.325999999541
0.0,11250,250,4318.886999999536
0.0,11350,250,4199.380599999564
0.0,11450,250,4337.969299999543
0.0,11550,250,4209.108799999562
0.0,11650,250,4224.336299999541
0.0,11750,250,4122.646499999552
0.0,11850,250,4143.623699999578
0.0,11950,250,4102.260178571301
0.0,50,350,199.6160000000351
0.0,150,350,206.60780000001955
0.0,250,350,212.9786000000117
0.0,350,350,217.53970000003096
0.0,450,350,219.40570000004223
0.0,550,350,223.7163000000151
0.0,650,350,231.30850000001726
0.0,750,350,241.37710000001715
0.0,850,350,253.25370000002167
0.0,950,350,254.60600000002017
0.0,1050,350,311.299400000016
0.0,1150,350,439.56490000003475
0.0,1250,350,566.8776000000526
0.0,1350,350,836.8634000000603
0.0,1450,350,1116.2746000000345
0.0,1550,350,2166.601500000115
0.0,1650,350,2251.7603000000727
0.0,1750,350,2836.317800000022
0.0,1850,350,4261.444800000131
0.0,1950,350,5009.885600000162
0.0,2050,350,4724.0548000002045
0.0,2150,350,4590.175900000175
0.0,2250,350,4575.050700000201
0.0,2350,350,4528.750600000115
0.0,2450,350,5437.8541000002415
0.0,2550,350,4869.834900000196
0.0,2650,350,4378.39120000016
0.0,2750,350,4484.383300000195
0.0,2850,350,5174.589700000159
0.0,2950,350,5033.323000000256
0.0,3050,350,5005.6668000001555
0.0,3150,350,5482.078700000244
0.0,3250,350,5205.407299999433
0.0,3350,350,4732.039799999451
0.0,3450,350,4944.1154999994105
0.0,3550,350,4996.657699999413
0.0,3650,350,5060.291599999413
0.0,3750,350,4720.463099999452
0.0,3850,350,4683.289399999466
0.0,3950,350,4835.405799999415
0.0,4050,350,5241.308999999401
0.0,4150,350,5148.835899999381
0.0,4250,350,5072.495999999383
0.0,4350,350,5127.714199999429
0.0,4450,350,5079.396599999403
0.0,4550,350,4674.298999999429
0.0,4650,350,4911.157999999409
0.0,4750,350,4727.96539999954
0.0,4850,350,4692.528599999465
0.0,4950,350,4870.4291999994675
0.0,5050,350,4730.501899999486
0.0,5150,350,4676.037099999461
0.0,5250,350,4656.235299999483
0.0,5350,350,4802.953799999427
0.0,5450,350,4980.233199999398
0.0,5550,350,5019.573999999419
0.0,5650,350,4825.433299999445
0.0,5750,350,4779.230299999481
0.0,5850,350,4665.659899999479
0.0,5950,350,4602.151399999477
0.0,6050,350,4568.352999999491
0.0,6150,350,4624.824199999475
0.0,6250,350,4623.581299999469
0.0,6350,350,4672.105299999509
0.0,6450,350,4663.596699999543
0.0,6550,350,4650.015599999515
0.0,6650,350,4638.548399999481
0.0,6750,350,4663.961799999507
0.0,6850,350,4591.387499999483
0.0,6950,350,4564.123999999703
0.0,7050,350,4607.048899999598
0.0,7150,350,4602.212399999507
0.0,7250,350,4623.50729999951
0.0,7350,350,4670.079999999533
0.0,7450,350,4724.7882999995245
0.0,7550,350,4713.735799999551
0.0,7650,350,4734.727999999524
0.0,7750,350,4667.42299999951
0.0,7850,350,4681.67889999953
0.0017999999999981841,7950,350,4725.2753999995175
0.029999999999998524,8050,350,4631.064599999532
0.0,8150,350,4708.732999999498
0.000999999999999787,8250,350,4962.596499999491
0.003699999999999084,8350,350,4949.643299999487
0.00019999999999996008,8450,350,4816.709699999512
0.0,8550,350,4704.871499999566
9.999999999990454e-05,8650,350,4605.014199999528
0.0,8750,350,4638.858799999501
0.0,8850,350,4655.441299999499
0.00010000000000004665,8950,350,4622.089599999533
0.0,9050,350,4486.74999999951
0.0003000000000000023,9150,350,4600.876699999472
0.0006999999999999181,9250,350,4779.219699999479
0.0005000000000001,9350,350,4902.245799999474
0.0002000000000001022,9450,350,4946.217399999466
0.00010000000000004665,9550,350,4934.271699999458
0.0002000000000000933,9650,350,5008.564899999486
9.999999999990899e-05,9750,350,5049.4468999994615
0.0,9850,350,4980.941799999497
0.0,9950,350,4607.646299999522
0.0,10050,350,4296.065599999566
0.0,10150,350,4348.065899999544
0.0,10250,350,4363.537099999555
0.0,10350,350,4246.149199999569
0.0,10450,350,4035.9423999995865
0.0,10550,350,4156.711299999549
0.0,10650,350,4272.9998999995605
0.0,10750,350,4285.132499999568
0.0,10850,350,4345.489799999527
0.0,10950,350,4407.292599999541
0.0,11050,350,4433.6976999995495
0.0,11150,350,4046.7606999995564
0.0,11250,350,4309.653599999532
0.0,11350,350,4581.4543999995085
0.0,11450,350,4396.647099999552
0.0,11550,350,4331.380999999553
0.0,11650,350,4121.22799999957
0.0,11750,350,4283.327999999566
0.0,11850,350,4144.35939999958
0.0,11950,350,4124.761071428461
0.0,50,450,198.27520000001647
0.0,150,450,203.13200000000774
0.0,250,450,207.86950000001886
0.0,350,450,209.47950000003027
0.0,450,450,212.28750000001494
0.0,550,450,220.4498000000191
0.0,650,450,230.20180000002088
0.0,750,450,239.46150000001705
0.0,850,450,248.5148000000265
0.0,950,450,244.3597000000299
0.0,1050,450,306.7054000000152
0.0,1150,450,549.4714000000356
0.0,1250,450,636.9863000000604
0.0,1350,450,637.2845000000435
0.0,1450,450,851.0684000000718
0.0,1550,450,1171.7339000000832
0.0,1650,450,1680.2561000000967
0.0,1750,450,2214.51790000007
0.0,1850,450,3774.9264000001444
0.0,1950,450,4689.968000000259
0.0,2050,450,4684.382500000253
0.0,2150,450,4718.260700000283
0.0,2250,450,4114.119800000242
0.0,2350,450,4169.237900000222
0.0,2450,450,4285.177000000188
0.0,2550,450,4570.696000000289
0.0,2650,450,4251.253500000227
0.0,2750,450,4233.095200000246
0.0,2850,450,4597.4939000002405
0.0,2950,450,5313.114800000319
0.0,3050,450,4791.790100000292
0.0,3150,450,5277.559600000307
0.0,3250,450,5434.7068999993935
0.0,3350,450,5055.818599999409
0.0,3450,450,4959.7917999994415
0.0,3550,450,5241.802799999429
0.0,3650,450,5075.751699999424
0.0,3750,450,4962.877299999429
0.0,3850,450,4939.361899999399
0.0,3950,450,5090.3761999994285
0.0,4050,450,5258.994299999372
0.0,4150,450,5274.12829999934
0.0,4250,450,5036.880699999424
0.0,4350,450,4814.0182999994495
0.0,4450,450,5226.016099999363
0.0,4550,450,5374.389899999397
0.0,4650,450,5099.740799999433
0.0,4750,450,4913.868199999426
0.0,4850,450,5037.161299999439
0.0,4950,450,4930.162099999465
0.0,5050,450,4957.433699999431
0.0,5150,450,5120.066499999418
0.0,5250,450,5046.742699999405
0.0,5350,450,5137.51649999941
0.0,5450,450,5113.083599999431
0.0,5550,450,5096.626099999437
0.0,5650,450,4900.757499999452
0.0,5750,450,4770.3727999994735
0.0,5850,450,4837.270199999462
0.0,5950,450,4857.311999999505
0.0,6050,450,4634.010999999455
0.0,6150,450,4654.198299999474
0.0,6250,450,4671.87809999948
0.0,6350,450,4796.911399999475
0.0,6450,450,4668.366099999405
0.0,6550,450,4666.909099999447
0.0,6650,450,4764.841399999568
0.0,6750,450,4615.631899999526
0.0,6850,450,4560.223199999782
0.0,6950,450,4556.718099999871
0.0,7050,450,4542.870199999786
0.0,7150,450,4569.955499999515
0.0,7250,450,4603.183199999555
0.0,7350,450,4670.085099999532
0.0,7450,450,4753.551199999494
0.0,7550,450,4692.908199999611
0.0,7650,450,4882.81759999951
0.0,7750,450,4975.345999999533
0.0,7850,450,4839.613899999569
0.0,7950,450,4741.8837999993675
0.001299999999999898,8050,450,4783.240199999505
0.0,8150,450,4738.071399999516
0.00010000000000004679,8250,450,4892.1070999995
0.0005999999999998989,8350,450,4833.727799999471
0.0,8450,450,4826.151199999477
9.999999999990468e-05,8550,450,4852.29229999951
9.999999999990468e-05,8650,450,4546.795999999502
0.000300000000000016,8750,450,4666.843399999512
0.00399999999999996,8850,450,4938.238099999507
0.0014000000000003975,8950,450,4944.306199999512
0.00010000000000004679,9050,450,4519.954599999541
0.0003999999999999119,9150,450,4666.395299999503
0.0007000000000000699,9250,450,4691.524999999533
0.0003000000000001403,9350,450,4604.07849999952
0.0009999999999999085,9450,450,4937.834999999479
0.001100000000000257,9550,450,5030.496899999497
0.0,9650,450,4730.8854999994865
0.0008999999999992133,9750,450,4966.522599999465
0.00039999999999976973,9850,450,5081.9913999994615
0.0,9950,450,4949.65189999951
0.0,10050,450,4829.438899999531
0.0,10150,450,4479.537599999555
0.0,10250,450,4272.364099999553
0.0,10350,450,4271.818499999544
0.0,10450,450,4359.243299999575
0.0,10550,450,4181.698199999534
0.0,10650,450,4494.138799999526
0.0,10750,450,4634.970899999507
0.0,10850,450,4260.846599999557
0.0,10950,450,4328.386699999558
0.0,11050,450,4254.373699999542
0.0,11150,450,3919.6848999995877
0.0,11250,450,4162.972299999545
0.0,11350,450,4526.351999999523
0.0,11450,450,4688.1341999995575
0.0,11550,450,4442.458199999551
0.0,11650,450,4255.958699999586
0.0,11750,450,4180.699999999534
0.0,11850,450,4388.378799999546
0.0,11950,450,4054.9698214284676
0.0,50,550,194.0940000000228
0.0,150,550,198.14850000001022
0.0,250,550,200.2984000000288
0.0,350,550,204.2864000000145
0.0,450,550,213.82420000001792
0.0,550,550,218.90810000002438
0.0,650,550,225.7233000000226
0.0,750,550,232.20540000001427
0.0,850,550,233.14670000002354
0.0,950,550,231.0988000000227
0.0,1050,550,259.1722000000202
0.0,1150,550,368.5079000000243
0.0,1250,550,467.1968000000296
0.0,1350,550,669.9137000000406
0.0,1450,550,809.1585000000588
0.0,1550,550,1088.9428000000828
0.0,1650,550,1937.606200000097
0.0,1750,550,2395.15730000014
0.0,1850,550,2678.862200000134
0.0,1950,550,2292.025300000088
0.0,2050,550,3088.199500000104
0.0,2150,550,3599.6410000001806
0.0,2250,550,3980.495800000232
0.0,2350,550,4953.837800000281
0.0,2450,550,4807.030000000317
0.0,2550,550,4550.441400000267
0.0,2650,550,4275.472900000277
0.0,2750,550,4031.9622000002355
0.0,2850,550,4034.701600000228
0.0,2950,550,4885.940100000245
0.0,3050,550,5239.468900000341
0.0,3150,550,4775.715600000262
0.0,3250,550,5368.62479999936
0.0,3350,550,5450.839299999384
0.0,3450,550,5271.671799999449
0.0,3550,550,5196.34699999935
0.0,3650,550,5398.409399999396
0.0,3750,550,5209.6165999993755
0.0,3850,550,5374.575499999381
0.0,3950,550,5034.017299999411
0.0,4050,550,4977.829999999418
0.0,4150,550,4942.552899999422
0.0,4250,550,4755.542299999355
0.0,4350,550,4808.270499999255
0.0,4450,550,5545.285499999267
0.0,4550,550,5070.3646999994335
0.0,4650,550,5039.697099999457
0.0,4750,550,4683.241499999462
0.0,4850,550,4710.200299999464
0.0,4950,550,4832.138399999443
0.0,5050,550,5117.918199999368
0.0,5150,550,5308.868499999388
0.0,5250,550,5443.463299999399
0.0,5350,550,5359.453799999406
0.0,5450,550,5118.3912999994745
0.0,5550,550,5161.771799999402
0.0,5650,550,5024.65739999944
0.0,5750,550,5118.3438999994305
0.0,5850,550,5142.083699999457
0.0,5950,550,4870.00559999938
0.0,6050,550,4997.097599999451
0.0,6150,550,4758.316399999425
0.0,6250,550,4763.320099999416
0.0,6350,550,4940.701099999433
0.0,6450,550,4688.221999999522
0.0,6550,550,4983.844299999486
0.0,6650,550,5093.189399999505
0.0,6750,550,4707.707399999548
0.0,6850,550,4601.293399999575
0.0,6950,550,4580.199799999563
0.0,7050,550,4641.454599999524
0.0,7150,550,4725.264799999516
0.0,7250,550,4648.729099999547
0.0,7350,550,4742.917499999498
0.0,7450,550,4812.406599999496
0.0,7550,550,4855.996899999508
0.0,7650,550,4932.7115999995085
0.0,7750,550,4798.434299999443
0.0,7850,550,4644.598099999592
0.0,7950,550,4879.167799999524
0.0,8050,550,4653.7078999995565
0.0026,8150,550,4642.729699999557
0.0021999999999997677,8250,550,4641.642799999568
0.000699999999999768,8350,550,4650.596599999514
9.999999999990468e-05,8450,550,4666.616199999513
0.00030000000000000713,8550,550,4801.218099999504
0.000699999999999768,8650,550,4591.058899999532
0.0,8750,550,4549.646999999532
0.0009999999999999263,8850,550,4735.857099999509
0.0023000000000002766,8950,550,4753.179999999514
0.0015000000000001334,9050,550,4615.5939999995135
0.0011000000000002481,9150,550,4618.634699999524
0.0018999999999999384,9250,550,4647.255499999544
0.0018000000000000518,9350,550,4522.916099999523
0.000400000000000045,9450,550,4398.200799999534
0.002899999999999856,9550,550,4733.839799999527
0.0010000000000001926,9650,550,4501.866299999526
0.0005999999999997301,9750,550,4602.887299999526
0.0008000000000000901,9850,550,4699.99829999949
9.999999999990468e-05,9950,550,4731.343799999481
0.0,10050,550,4771.358099999507
0.0,10150,550,4690.536999999516
0.0,10250,550,4520.307299999566
0.0,10350,550,4326.167199999574
0.0,10450,550,4167.47619999956
0.0,10550,550,4137.664099999588
0.0,10650,550,4240.558699999554
0.0,10750,550,4472.443999999526
0.0,10850,550,4631.509399999526
0.0,10950,550,4301.781099999563
0.0,11050,550,4266.174699999578
0.0,11150,550,4113.979499999553
0.0,11250,550,3989.5197999995917
0.0,11350,550,4176.474999999561
0.0,11450,550,4127.319799999544
0.0,11550,550,4238.247399999549
0.0,11650,550,4617.7220999995225
0.0,11750,550,4319.5530999995635
0.0,11850,550,4059.414799999605
0.0,11950,550,4194.925535714168
0.0,50,650,190.01210000001217
0.0,150,650,190.86760000002548
0.0,250,650,196.3411000000088
0.0,350,650,203.96610000001172
0.0,450,650,209.70710000002657
0.0,550,650,214.61120000001253
0.0,650,650,219.49200000002995
0.0,750,650,220.75720000001115
0.0,850,650,218.43570000001654
0.0,950,650,233.39580000001865
0.0,1050,650,240.3159000000209
0.0,1150,650,267.80670000001817
0.0,1250,650,401.8112000000337
0.0,1350,650,411.4919000000232
0.0,1450,650,634.5526000000472
0.0,1550,650,1009.7558000000638
0.0,1650,650,1549.6242000000864
0.0,1750,650,1624.7851000000767
0.00030000000000005717,1850,650,1937.2668000001163
0.0,1950,650,2529.702400000128
0.00020000000000002034,2050,650,3548.5144000001806
0.00020000000000002034,2150,650,4005.4690000002443
9.99999999999924e-05,2250,650,4666.447600000258
0.0,2350,650,4967.296800000265
0.002000000000000212,2450,650,5135.539100000339
0.0005000000000000864,2550,650,5023.751300000281
0.0,2650,650,5061.116000000315
0.0,2750,650,4564.0789000003
0.0,2850,650,4289.601600000289
0.0,2950,650,4248.8379000002515
0.0,3050,650,5026.097800000326
0.0,3150,650,5083.842100000329
0.0,3250,650,5024.820399999422
0.0,3350,650,5447.720199999356
0.0,3450,650,5437.841399999387
0.0,3550,650,5530.685799999368
0.0,3650,650,5322.376599999357
0.0,3750,650,5417.016499999387
0.0,3850,650,5365.405999999396
0.0,3950,650,5127.374099999399
0.0,4050,650,5162.103099999435
0.0,4150,650,4833.051399999418
0.0,4250,650,4814.449999999416
0.0,4350,650,5008.148199999371
0.0,4450,650,4970.2930999996015
0.0,4550,650,5062.135999999494
0.0,4650,650,4791.38309999946
0.0,4750,650,4504.595299999523
0.0,4850,650,4646.6026999994865
0.0,4950,650,4665.907599999477
0.0,5050,650,4786.789199999412
0.0,5150,650,4827.878599999522
0.0,5250,650,5041.974399999451
0.0,5350,650,4964.3548999994455
0.0,5450,650,4781.951599999473
0.0,5550,650,4888.98529999937
0.0,5650,650,5182.713499999401
0.0,5750,650,5153.450899999398
0.0,5850,650,5238.995699999447
0.0,5950,650,4977.473199999409
0.0,6050,650,5279.791099999407
0.0,6150,650,4932.312799999413
0.0,6250,650,5333.22889999939
0.0,6350,650,5109.870399999443
0.0,6450,650,4861.252299999435
0.0,6550,650,4954.297899999492
0.0,6650,650,5244.687799999433
0.0,6750,650,4994.357499999513
0.0,6850,650,4760.433499999526
0.0,6950,650,4860.395899999459
0.0,7050,650,4874.552999999574
0.0,7150,650,5022.913299999491
0.0,7250,650,5011.70239999949
0.0,7350,650,5071.570199999467
